Age,Own.Home,Sex,Children,Income,Smallest.Gift,Largest.Gift,Current.Gift,Other.Gifts,Time.Between.Gifts
34,U,F,0,3,10,26.25,25,0,3
40,U,M,0,2,10,16,25,2,7
83,H,F,0,2,5,30,25,0,1
48,H,M,0,5,3,25,25,0,12
84,H,F,0,1,3,25,25,0,3
48,H,M,0,5,5,21,25,0,16
53,U,F,0,1,10,30,25,0,20
72,H,M,0,5,25,25,25,0,4
41,H,M,0,7,10,25,25,0,3
71,U,M,0,1,5,20,25,0,9
44,U,F,0,4,10,25,25,0,1
55,H,M,0,3,25,25,25,0,2
80,H,M,0,3,25,25,25,2,4
60,H,F,0,1,20,25,25,0,10
52,H,F,0,3,5,34,25,0,6
78,U,M,0,5,20,35,25,0,27
76,H,M,0,6,10,20,25,22,13
64,H,F,0,2,5,25,25,1,6
57,H,M,0,5,3,25,25,1,15
34,U,M,0,3,10,20,25,0,11
79,H,M,0,3,4,25,25,0,18
96,H,F,0,4,20,20,25,0,5
55,H,M,1,4,5,20,25,12,5
62,U,F,0,1,25,25,25,0,7
58,H,M,0,5,25,25,25,0,5
44,H,M,3,4,25,25,25,0,6
62,U,F,0,5,5,20,25,8,7
58,H,M,0,7,5,25,25,1,10
48,H,M,0,5,5,35,25,0,4
54,H,F,0,6,10,30,25,0,18
73,H,M,0,6,5,25,25,2,6
51,U,M,0,1,10,22,25,0,10
60,H,F,0,1,10,25,25,0,11
36,H,F,0,7,10,26,25,2,2
87,H,F,0,2,5,20,25,23,4
70,U,F,0,3,10,20,25,0,14
60,H,M,0,4,10,20,25,15,15
67,U,F,0,2,5,25,25,28,5
33,H,F,0,6,15,15,25,1,2
80,H,M,0,5,0,25,25,0,5
51,U,M,0,5,25,25,25,0,4
39,H,F,1,5,20,20,25,6,10
54,U,M,0,1,5,15,25,0,2
50,U,M,0,1,5,25,25,0,2
61,U,F,0,2,5,20,25,0,11
56,U,F,0,3,5,25,25,0,6
54,H,M,0,7,10,50,25,2,3
47,U,M,0,1,20,20,25,0,9
56,H,F,0,4,10,20,25,0,5
51,H,M,0,4,20,25,25,2,9
72,H,F,0,1,15,20,25,0,4
75,H,F,0,3,10,32,25,0,12
60,H,M,0,4,10,31,25,24,8
42,U,M,0,7,25,27,25,0,5
63,H,F,0,1,5,21,25,0,13
41,H,M,0,5,10,25,25,2,21
54,H,F,0,5,10,25,25,1,8
44,H,F,0,4,25,25,25,0,8
80,H,F,0,6,3,20,25,16,13
46,U,F,0,2,20,25,25,0,4
55,H,M,0,5,3,25,25,0,2
34,U,F,0,5,5,15,25,0,15
60,U,F,0,1,5,16,25,0,2
78,H,M,0,4,25,25,25,0,5
62,U,F,0,3,10,30,25,28,13
60,H,M,0,7,5,25,25,3,12
69,U,F,0,6,25,25,25,0,1
59,H,M,0,1,5,25,25,0,18
57,U,F,0,1,5,15,25,0,17
83,H,F,0,7,10,50,25,12,38
60,U,M,0,1,15,60,25,0,5
52,H,M,2,4,5,20,25,1,9
66,H,M,0,5,25,25,25,9,6
38,U,F,0,1,5,30,25,0,5
74,U,F,0,3,5,20,25,0,24
63,H,M,2,3,2,25,25,7,8
62,U,F,0,4,10,15,25,3,5
57,H,M,3,7,5,25,25,0,26
78,H,M,0,7,10,25,25,14,13
39,H,F,1,5,10,25,24,4,3
74,H,M,0,1,3,30,24,0,36
60,U,F,0,1,10,19,24,0,3
77,U,M,0,1,5,22,24,0,9
46,U,M,0,1,10,25,24,0,6
71,H,F,0,3,10,21,24,0,11
32,U,F,0,4,5,24,24,0,6
48,U,M,0,2,18,18,24,2,10
84,H,M,0,7,10,25,24,37,11
50,U,F,0,5,5,18,24,0,3
58,U,M,0,2,10,24,24,0,4
66,H,F,0,7,5,18,24,0,7
60,U,F,0,1,5,27,24,0,3
35,H,F,3,5,10,19,23,4,5
88,U,F,0,6,5,25,23,0,6
50,H,F,0,6,10,25,23,9,6
54,H,F,0,6,23,23,23,0,9
64,U,F,0,1,5,17,23,0,21
51,H,F,0,4,5,25,23,0,2
57,H,F,0,2,15,25,23,6,5
56,H,M,0,4,5,23,23,17,16
53,U,M,0,7,8,25,23,0,5
42,H,M,3,5,10,20,23,0,6
68,H,F,0,7,10,17,23,24,4
66,U,M,0,1,10,17,23,0,4
61,H,F,0,1,23,23,23,0,0
72,H,M,0,1,15,23,23,0,11
48,H,M,0,7,5,25,23,0,10
49,H,M,0,5,5,17,23,3,5
69,H,F,1,5,5,17,23,5,13
57,H,F,0,5,23,23,23,2,3
75,H,M,0,3,5,20,23,2,4
66,H,F,0,2,5,15,23,9,9
82,H,M,0,5,23,25,23,3,12
65,U,M,0,1,23,23,23,0,8
57,U,F,0,7,20,25,23,0,5
83,H,M,0,4,5,23,23,1,16
64,H,M,1,4,10,26,23,1,5
52,H,F,0,5,23,23,23,7,11
78,U,F,0,2,5,23,23,1,11
81,H,M,0,1,10,20,23,0,8
60,U,M,0,5,15,25,23,0,2
75,U,M,0,1,5,20,23,0,4
48,H,M,1,5,10,25,23,0,10
81,U,M,0,3,10,20,23,0,11
38,H,M,0,4,3,17,23,0,5
68,H,F,1,4,3,30,23,29,1
77,H,F,0,6,10,23,23,14,1
38,U,F,0,1,5,17,23,0,6
53,H,F,0,5,23,23,23,1,10
46,H,F,0,1,3,17,23,0,6
65,H,F,0,5,5,20,23,3,8
58,H,F,0,5,20,22,23,11,24
67,U,M,0,5,2,30,22,1,1
46,U,M,1,7,5,19,22,0,11
56,H,M,0,5,5,22,22,0,11
58,H,F,0,7,5,22,22,0,7
58,H,F,0,6,10,17,22,0,14
66,H,M,0,6,20,25,22,0,4
68,H,F,0,2,5,16,22,0,19
84,H,F,0,1,5,26,22,0,4
60,H,F,0,3,10,16,22,0,25
79,U,M,0,2,6,32,22,0,12
39,H,F,2,3,5,16,22,4,4
44,H,F,0,5,10,16,22,8,22
56,H,F,0,4,5,25,22,6,3
54,U,F,0,3,6,20,22,4,1
71,H,F,0,1,4,35,22,0,2
44,H,M,0,1,5,22,22,0,15
76,H,M,0,3,8,25,22,0,13
66,H,F,1,3,10,16,22,0,23
58,H,F,0,1,2.5,25,22,0,14
70,U,F,0,1,10,16,22,0,16
67,H,F,0,2,10,16,22,0,12
44,H,F,0,1,10,20,22,0,7
15,H,M,0,1,5,17,22,0,3
76,H,F,0,1,5,15.75,21,31,5
74,U,F,0,6,15,15,21,0,10
51,H,F,0,1,5,19,21,0,21
56,H,M,0,7,15,15,21,7,7
50,U,F,0,2,5,15,21,0,0
66,H,F,0,5,3,26,21,20,11
50,U,F,0,1,8,19,21,0,6
41,U,M,0,1,15,15,21,0,10
56,H,F,0,6,5,15,21,0,4
82,U,F,0,7,5,17,21,0,4
39,U,F,0,3,5,15,21,13,2
32,H,M,0,3,15,15,21,0,4
51,H,M,0,7,15,15,21,15,2
30,H,M,0,3,15,15,21,1,9
54,H,F,0,1,3,40,21,0,24
66,H,F,0,1,5,15,21,0,13
69,H,F,0,7,5,25,21,28,12
62,H,F,2,3,10,16,21,0,8
63,U,M,0,7,5,20,21,0,9
49,H,M,0,1,10,15,21,14,2
70,H,F,0,4,5,19,21,17,9
58,U,F,0,1,10,25,21,0,4
71,U,M,0,1,7,20,21,0,11
45,H,M,0,1,15,15,21,0,9
88,H,M,0,2,2,15,21,2,3
79,H,M,0,4,15,48,21,34,8
51,H,M,1,4,5,17,21,5,15
82,H,M,0,6,10,18,21,0,9
57,H,F,0,5,5,21,21,0,5
70,U,F,0,2,10,25,21,0,10
74,H,F,0,2,5,22,21,7,5
54,H,M,0,6,5,15,21,0,14
40,H,M,2,4,10,17,21,2,5
48,H,M,1,4,0,15,21,0,12
50,H,F,0,4,15,15,21,0,8
41,U,M,0,2,3,25,21,0,10
54,H,M,1,4,1.5,15,21,0,8
67,U,F,0,1,10,17,21,0,5
56,H,M,0,6,15,15,21,0,3
74,U,F,0,2,10,15,21,0,0
51,H,F,0,6,5,21,21,0,4
51,H,F,0,5,10,20,21,23,7
54,H,M,0,6,10,15,21,0,5
36,U,M,0,1,5,15,21,1,18
78,U,F,0,1,6,23,21,0,9
73,H,M,0,4,5,25,21,14,7
77,H,F,0,1,5,15,21,0,10
50,H,M,0,7,10,18,21,2,5
69,H,F,1,2,15,15,21,16,2
50,H,F,0,6,3,15,21,3,5
61,H,F,0,6,15,17,21,10,16
29,H,F,0,1,5,20,21,0,4
63,U,M,0,2,15,15,21,0,2
36,H,F,0,4,2,20,21,1,9
66,U,F,0,3,5,21,21,5,7
62,H,M,0,6,5,25,21,2,5
51,H,F,0,3,5,15,21,11,10
42,H,F,0,7,10,20,21,1,3
50,U,M,0,5,10,15,21,0,20
67,H,M,0,2,15,15,21,0,7
75,U,M,0,4,5,15,21,0,6
50,H,F,0,5,15,15,21,1,2
70,H,F,1,5,10,35,21,8,17
73,H,F,0,2,15,15,21,13,9
96,H,F,0,2,15,15,21,12,1
47,U,F,1,6,15,15,21,3,0
48,H,F,1,5,10,15,21,4,12
50,H,M,0,5,5,15,21,1,8
79,U,F,0,1,15,15,21,0,5
48,H,M,0,6,0,21,21,2,8
48,H,F,1,3,15,15,21,8,11
87,H,M,0,2,5,17,21,2,10
73,H,F,0,5,2,27,21,7,10
54,U,M,0,1,15,15,21,0,7
75,U,M,0,5,15,15,21,1,9
52,H,M,1,4,20,22,21,0,5
56,U,F,1,1,5,15,21,0,6
69,U,F,0,4,10,15,21,0,6
64,H,F,0,7,5,21,21,0,4
87,H,F,0,3,5,21,21,1,7
32,H,F,0,5,10,15,21,1,8
65,H,M,0,1,3,15,21,0,8
84,H,M,0,6,3,18,21,0,7
78,H,M,0,5,15,17,21,12,21
84,H,M,0,5,3,15,21,16,2
62,U,M,2,5,15,20,21,6,5
68,H,F,0,1,10,20,21,0,4
62,H,F,0,1,10,25,21,0,8
52,H,F,0,5,5,20,21,0,3
64,H,F,0,1,15,15,21,0,5
66,H,M,0,6,5,15,21,0,13
36,H,F,0,7,10,19,21,0,3
85,H,M,0,1,5,15,20,15,3
40,H,M,0,5,10,20,20,7,10
72,H,M,0,3,5,20,20,6,4
52,U,F,0,1,10,20,20,0,25
37,U,M,0,1,13,20,20,0,14
75,H,F,0,6,10,20,20,6,3
72,U,M,0,1,25,25,20,0,4
58,H,F,0,1,5,15,20,0,5
48,U,M,0,3,10,20,20,2,5
59,U,F,0,1,20,20,20,0,9
64,H,M,0,3,5,15,20,0,4
49,H,F,0,5,20,20,20,6,5
83,H,M,0,2,10,20,20,17,20
69,U,F,0,1,3,20,20,0,17
50,H,M,0,5,20,20,20,1,10
55,H,M,0,1,20,20,20,0,2
38,H,M,0,4,20,20,20,0,2
75,H,M,0,4,10,20,20,7,3
83,H,M,0,3,5,25,20,2,6
49,U,F,0,1,5,20,20,0,11
54,H,F,0,6,20,20,20,5,7
76,U,F,0,2,5,20,20,1,13
52,U,F,0,1,20,20,20,0,5
78,H,F,0,3,5,20,20,0,6
52,H,M,0,4,20,20,20,8,7
54,U,F,0,3,13,20,20,0,9
67,H,M,0,5,10,27,20,0,24
53,U,M,0,4,5,20,20,1,39
80,H,F,0,4,5,20,20,1,6
53,H,M,0,6,20,20,20,1,9
43,H,M,0,3,3,20,20,3,10
66,U,F,0,1,3,20,20,0,13
46,H,M,0,5,1,20,20,6,4
36,H,F,0,4,20,20,20,3,6
43,H,F,1,3,5,15,20,3,3
34,H,F,1,4,10,20,20,0,17
50,H,F,0,4,15,20,20,0,5
87,H,M,0,5,10,50,20,2,1
38,U,F,0,1,15,15,20,0,5
81,U,F,0,5,3,15,20,1,10
74,U,M,0,3,15,15,20,8,8
40,H,F,0,1,5,20,20,3,17
54,H,M,1,5,5,20,20,2,9
59,H,F,0,2,10,20,20,0,10
54,H,F,0,3,10,20,20,0,11
53,H,F,0,5,20,20,20,9,7
43,H,F,1,6,20,20,20,1,2
50,U,M,1,2,15,25,20,30,6
74,H,F,0,2,2,20,20,0,23
42,U,F,0,1,20,20,20,0,6
34,H,M,0,6,5,25,20,0,7
71,H,M,0,1,10,20,20,0,3
68,U,F,0,1,5,20,20,0,5
40,H,F,0,5,3,15,20,1,7
51,H,F,0,1,10,20,20,0,10
79,H,F,0,5,10,21,20,2,2
58,H,M,0,4,15,15,20,0,3
52,H,M,0,3,5,20,20,10,5
54,H,F,0,3,5,20,20,0,7
72,U,M,0,2,10,15,20,0,9
50,H,F,0,1,5,15,20,4,5
69,H,F,0,1,5,17,20,0,9
54,H,F,0,6,5,20,20,8,9
53,U,F,0,1,10,25,20,0,12
50,H,F,0,4,10,20,20,24,7
71,H,M,0,4,5,20,20,2,0
39,U,M,1,7,20,20,20,1,7
60,U,F,0,1,10,20,20,1,11
56,H,M,0,5,15,25,20,240,1
36,H,M,0,4,15,17,20,3,16
76,H,M,0,2,5,23,20,23,9
46,H,F,0,1,5,20,20,0,10
49,H,F,2,7,5,20,20,0,8
40,H,M,0,7,5,20,20,2,39
50,H,M,0,4,13,20,20,0,8
58,H,F,0,4,5,25,20,1,7
86,H,M,0,5,5,20,20,2,7
43,U,F,0,1,6,20,20,0,26
36,H,F,0,6,20,20,20,0,3
70,H,M,0,3,10,20,20,5,5
72,H,M,0,7,15,15,20,0,1
59,H,F,0,3,5,52,20,0,8
65,U,F,0,1,10,20,20,0,6
79,H,M,0,4,5,19,20,0,4
66,H,F,1,2,10,20,20,4,38
67,H,M,1,5,10,20,20,0,4
32,U,M,0,1,5,20,20,0,6
64,U,M,0,1,5,20,20,0,2
68,U,M,0,1,5,12,20,0,1
98,H,F,0,2,10,25,20,1,33
53,H,M,0,7,20,20,20,0,2
54,H,F,0,7,3,20,20,0,7
47,U,F,0,1,5,15,20,0,5
83,U,F,0,2,20,20,20,7,10
50,H,M,4,5,10,20,20,0,2
54,H,M,0,6,13,15,20,1,1
85,H,F,0,1,3,19,20,0,5
90,H,M,0,6,10,27,20,15,26
69,H,M,0,7,20,20,20,1,1
45,H,M,0,1,2,21,20,0,2
84,H,F,2,3,3,20,20,3,12
51,H,M,0,7,10,15,20,13,5
76,H,F,0,4,10,20,20,0,12
32,H,M,0,6,15,25,20,4,11
50,U,F,0,1,10,15,20,0,13
91,U,M,0,5,5,14,20,0,4
80,H,F,0,5,5,20,20,0,12
42,H,F,0,6,5,15,20,1,12
36,H,M,2,4,10,25,20,13,16
73,H,F,0,1,5,10,20,0,5
72,U,M,0,2,5,20,20,0,9
72,U,F,0,1,20,20,20,0,10
44,U,M,0,4,10,15,20,1,6
40,H,F,1,5,5,20,20,0,3
61,H,F,0,3,3,25,20,9,4
70,H,M,0,5,10,20,20,0,9
72,H,F,0,6,10,20,20,7,7
58,H,F,0,5,3,25,20,2,2
38,H,F,0,5,6,53,20,0,1
52,H,F,0,6,5,15,20,0,14
80,H,F,0,3,10,20,20,0,3
72,U,M,0,2,20,20,20,0,3
78,U,F,0,1,20,20,20,0,9
44,H,F,0,2,5,20,20,0,5
41,H,F,0,5,20,20,20,6,1
64,H,F,0,7,5,20,20,0,24
53,U,F,0,2,2,20,20,0,2
24,H,M,0,7,5,30,20,0,16
83,H,F,0,5,5,16,20,2,12
68,H,M,0,3,5,20,20,9,6
43,H,M,0,2,10,20,20,30,30
80,H,M,0,7,3,16,20,2,4
50,H,M,1,6,10,20,20,0,4
50,U,M,0,1,3,20,20,0,5
86,H,M,0,2,5,15,20,4,15
50,U,F,0,1,10,25,20,0,19
63,H,F,0,1,5,25,20,0,3
71,U,M,0,1,20,20,20,0,6
64,H,M,0,3,3,15,20,0,6
42,H,M,0,7,5,17,20,6,1
44,U,F,0,6,20,20,20,2,18
55,H,M,0,1,10,20,20,0,8
52,U,F,0,1,10,20,20,0,6
71,U,M,0,1,10,20,20,0,10
56,H,F,0,5,10,15,20,0,7
59,U,F,0,1,5,15,20,0,5
59,H,F,0,5,10,20,20,2,9
76,H,F,0,1,0.06,18,20,0,3
85,U,F,0,1,5,20,20,2,9
46,H,M,0,5,10,19,20,0,3
72,H,F,0,2,20,20,20,19,8
78,H,M,0,5,5,16,20,7,14
68,H,F,0,1,10,26,20,0,4
64,H,M,0,6,25,25,20,9,9
32,H,F,0,6,5,15,20,0,3
68,H,F,0,7,2,20,20,0,10
86,H,F,0,1,5,20,20,0,8
60,H,M,0,4,5,20,20,0,13
41,H,M,2,6,5,25,20,12,15
34,U,F,0,3,5,10,20,0,1
50,H,M,0,5,15,20,20,5,6
54,H,F,0,1,5,15,20,0,13
51,H,F,0,5,3,20,20,0,20
36,H,F,2,4,4,21,20,0,3
77,U,F,0,1,5,20,20,0,6
68,H,M,0,6,10,50,20,0,4
46,H,F,0,4,5,20,20,2,15
50,H,F,0,3,10,16,20,2,1
76,H,F,0,4,5,20,20,11,12
70,H,F,0,1,5,20,20,0,3
46,U,F,0,2,5,20,20,11,3
71,U,F,0,3,5,10,20,0,4
74,H,F,0,3,5,10,20,0,2
65,H,F,0,4,3,24,20,0,13
63,H,M,0,1,5,15,20,0,2
82,U,F,0,5,10,18,20,0,7
60,U,F,0,1,5,20,20,0,17
50,H,F,0,5,5,12,20,21,3
56,H,M,0,2,5,20,20,0,3
50,H,M,0,5,9,20,20,0,44
23,U,F,0,3,20,20,20,3,8
62,U,F,0,1,10,20,20,0,7
68,U,M,0,1,3,17,20,0,4
80,U,F,0,1,5,20,20,0,4
69,H,F,0,1,5,25,20,0,2
45,U,F,0,1,2,20,20,0,7
65,U,M,0,3,10,20,20,0,14
50,U,M,0,1,10,20,20,0,19
79,H,M,0,7,5,21,20,24,9
74,H,F,0,2,10,60,20,8,5
37,H,F,0,1,5,15,20,0,13
75,H,M,0,6,3,20,20,9,3
63,H,F,0,1,3,20,20,0,5
48,H,M,1,7,3,20,20,1,8
70,H,M,0,5,5,20,20,11,4
71,U,F,0,1,10,20,20,0,9
48,H,F,1,5,10,20,20,0,10
38,U,M,0,5,5,15,20,0,2
65,H,M,0,4,10,20,20,1,7
83,H,F,0,6,20,20,20,8,9
57,U,F,0,1,5,20,20,0,3
61,H,F,1,3,10,15,20,0,7
68,U,M,0,6,3,20,20,12,2
51,H,F,1,4,20,20,20,1,8
53,H,M,0,6,10,20,20,2,5
49,H,M,0,6,13,25,20,25,24
78,H,F,0,4,4,90,20,6,4
85,U,F,0,2,20,20,20,0,1
66,U,F,0,4,20,20,20,0,1
76,H,F,0,1,1.5,15,20,0,3
54,H,F,0,7,20,20,20,0,7
85,U,F,0,3,10,18,20,1,16
61,H,M,0,2,5,16,20,0,4
61,U,F,0,1,10,20,20,0,13
77,H,M,0,7,15,20,20,45,13
46,H,F,0,4,5,20,20,3,6
57,U,M,0,1,20,20,20,0,2
67,U,M,0,1,20,20,20,0,9
71,H,F,0,2,3,25,20,3,2
36,U,F,4,1,5,20,20,0,3
80,H,M,0,4,15,31,20,1,5
63,H,M,0,5,5,20,20,19,5
48,H,F,0,5,5,20,20,0,4
67,H,M,0,1,10,25,20,0,2
82,H,F,0,4,7,21,20,0,7
66,H,M,0,4,20,20,20,0,10
92,H,F,0,1,3,20,20,0,7
44,U,M,0,2,5,15,20,0,4
67,H,F,0,1,10,16,20,3,7
84,H,F,0,6,5,15,20,0,1
77,H,F,0,1,20,20,20,0,10
65,U,F,0,4,5,15,20,0,22
42,H,M,1,6,5,17,20,1,14
30,U,F,0,3,10,20,20,0,27
36,H,M,0,5,5,20,20,0,5
64,H,F,0,2,20,20,20,0,14
54,H,F,1,7,6,25,20,4,12
52,H,M,0,1,5,20,20,8,2
79,U,M,0,1,5,20,20,0,2
59,U,F,0,1,10,18,20,0,6
51,H,F,0,7,5,25,20,9,34
55,H,F,0,5,3,15,20,8,16
78,H,F,0,1,10,20,20,4,12
42,H,F,5,4,20,30,20,0,2
58,H,F,0,2,20,20,20,0,7
96,H,F,0,7,5,15,20,1,4
75,H,F,1,6,20,20,20,21,2
31,H,M,1,6,5,20,20,11,2
79,H,M,0,2,5,20,20,3,8
41,H,F,0,1,5,25,20,0,4
63,H,F,0,7,10,75,20,6,6
68,H,F,0,6,10,20,20,0,7
63,H,M,0,6,5,16,20,0,12
56,H,F,0,5,15,15,20,3,7
57,U,F,0,1,10,25,20,0,8
60,H,M,3,4,5,31,20,4,4
66,H,M,0,5,10,17,20,0,11
56,H,F,0,7,5,16,20,6,12
59,H,F,0,1,20,50,20,0,2
78,U,M,0,7,5,20,20,5,2
43,H,F,1,7,10,20,20,4,11
66,U,M,0,2,5,17,20,0,4
44,H,F,0,7,10,20,20,28,24
50,U,M,0,1,20,20,20,0,4
74,H,F,0,6,10,16,20,0,3
55,H,F,1,7,13,20,20,0,6
51,H,M,0,2,5,15,20,0,10
49,U,F,0,1,5,20,20,0,1
81,U,F,0,6,5,21,20,1,6
84,U,F,0,1,10,35,20,0,3
81,U,M,0,1,5,15,20,0,4
34,H,M,0,5,15,20,20,1,10
46,H,F,0,1,10,20,20,0,16
69,H,M,1,7,10,18,20,23,7
62,U,F,0,1,3,20,20,0,3
84,H,M,0,1,10,25,20,0,17
85,U,F,0,2,5,20,20,0,2
64,H,F,0,7,10,20,20,3,9
62,H,F,0,1,20,20,20,0,7
37,H,M,0,2,3,20,20,0,6
72,H,M,0,3,5,15,20,6,12
51,H,M,3,5,10,20,20,11,7
40,U,M,0,5,10,16,20,0,17
53,H,M,0,7,5,16,20,13,22
73,H,F,0,2,5,15,20,0,6
60,H,F,0,4,10,50,20,0,0
42,U,M,1,2,20,20,20,0,2
63,U,M,0,5,10,20,20,0,6
77,H,M,0,5,3,20,20,9,6
47,H,F,0,1,3,20,20,0,1
51,U,F,0,5,5,20,20,1,4
58,H,F,0,4,10,20,20,8,13
41,H,M,1,6,3,20,20,2,5
42,U,M,0,1,10,20,20,0,5
59,U,M,0,3,5,10,20,0,20
59,H,M,0,4,10,39,20,6,8
73,U,M,0,4,5,16,20,32,5
54,H,M,0,6,20,20,20,2,1
57,H,F,0,1,20,20,20,0,12
46,H,F,0,3,5,20,20,0,18
65,U,M,0,3,3,20,20,8,8
82,H,F,0,4,5,20,20,2,2
38,H,F,0,4,20,20,20,0,2
80,H,M,0,5,3,22,20,2,3
54,H,M,0,5,5,25,20,0,19
28,H,M,0,6,10,13,20,2,13
35,U,F,0,1,5,20,20,0,10
82,H,M,0,3,5,12,20,1,8
49,H,F,1,4,6,12,20,4,5
72,H,M,2,5,10,20,20,15,6
92,H,F,0,5,15,21,20,36,7
65,H,M,0,1,3,15,20,0,17
72,U,F,0,1,3,20,20,0,6
41,U,F,1,5,10,20,20,0,13
33,H,F,0,5,5,80,20,0,1
63,H,M,0,1,5,18,20,0,24
32,U,M,0,5,5,15,20,19,12
81,H,M,0,5,5,20,20,0,6
80,U,M,0,1,5,12,20,0,5
60,U,F,0,1,20,25,20,0,15
54,H,F,1,3,10,20,20,5,7
76,H,M,0,7,10,20,20,16,7
73,U,F,0,7,5,20,20,28,23
66,H,M,2,4,20,20,20,0,10
48,H,M,0,5,5,16,20,7,7
51,H,M,0,7,10,35,20,5,7
76,U,M,0,5,1,20,20,0,3
41,U,F,0,1,20,20,20,0,11
61,H,F,0,7,5,18,20,4,8
35,U,F,0,1,20,20,20,0,2
51,H,M,0,6,3,22,20,0,7
58,H,M,0,4,5,10,20,2,4
63,H,F,0,1,5,15,20,0,7
76,U,F,0,7,3,20,20,0,37
81,H,F,0,2,5,12,20,4,3
87,U,F,0,1,3,21,20,0,13
70,U,F,0,5,5,20,20,2,4
71,H,F,0,1,5,20,20,0,9
73,U,M,0,1,10,20,20,7,26
75,U,M,0,1,15,15,20,0,1
58,H,F,0,3,10,20,20,0,6
85,U,M,0,2,10,20,20,1,4
47,H,M,2,4,5,25,20,0,4
55,H,F,0,1,5,20,20,0,3
64,U,M,0,1,3,25,20,0,1
43,H,F,1,5,5,17,20,5,5
72,U,M,0,1,5,20,20,0,11
42,H,M,0,1,5,20,20,0,29
38,U,F,0,1,3,18,20,0,10
61,U,F,0,1,3,25,20,0,9
51,H,M,0,5,4,25,20,1,2
71,H,F,0,2,20,20,20,0,9
43,U,F,0,5,10,16,20,0,9
78,H,F,0,3,3,20,20,0,7
47,H,M,1,6,5,20,20,0,3
79,U,F,0,1,3,15,20,0,23
46,H,F,0,6,5,16,20,2,4
70,U,M,0,7,25,25,20,0,7
56,H,F,0,4,3,20,20,0,14
67,U,F,0,1,20,20,20,0,10
46,H,M,2,5,10,16,20,0,10
54,H,M,0,7,10,20,20,0,18
68,H,F,2,7,3,20,20,1,4
59,H,F,0,1,10,20,20,0,3
78,U,F,0,1,20,20,20,0,8
59,H,F,0,7,20,30,20,7,5
50,U,F,0,2,5,16,20,0,10
46,U,F,2,2,15,15,20,0,9
50,H,F,0,1,5,50,20,0,9
82,H,F,0,5,25,25,20,0,8
78,H,F,0,1,5,25,20,1,2
50,H,M,1,4,20,20,20,0,10
82,H,M,0,4,5,25,20,7,16
63,U,M,0,2,10,20,20,1,5
48,H,F,0,1,10,25,20,0,10
86,H,F,0,2,5,25,20,0,8
47,H,F,1,5,5,21,20,1,8
53,H,M,0,4,10,28,20,5,7
66,H,M,0,1,20,20,20,0,1
41,U,F,0,2,10,20,20,0,9
40,H,F,0,1,5,20,20,0,4
62,H,F,0,4,15,15,20,0,2
68,U,M,0,7,5,20,20,0,2
66,H,F,0,4,10,15,20,0,5
51,U,M,0,3,10,20,20,3,2
63,H,F,0,1,5,25,20,0,31
63,H,F,1,3,5,20,20,2,13
54,H,F,0,7,10,25,20,0,5
58,U,M,0,1,10,20,20,0,3
58,H,F,0,4,5,17,20,12,2
41,H,F,1,3,5,20,20,15,6
30,H,F,0,2,6,20,20,0,14
77,H,F,0,1,5,50,20,0,1
67,H,F,0,4,5,25,20,0,3
50,H,M,2,4,5,20,20,6,12
78,H,M,0,2,5,31,20,9,5
61,H,F,0,1,5,16,20,0,5
36,H,M,0,1,2,15,20,0,6
44,U,F,0,1,5,27,20,0,3
73,H,M,0,4,5,25,20,1,1
66,U,F,0,1,5,25,20,0,4
59,H,M,0,5,5,20,20,0,9
48,H,F,0,5,5,25,20,0,2
72,H,F,0,2,20,20,20,0,2
91,H,F,0,2,25,28,20,2,12
65,U,F,0,2,5,20,20,0,6
64,H,F,0,3,20,20,20,0,11
50,H,M,0,6,10,16,20,3,1
69,U,F,0,2,3,30,20,6,9
52,H,M,1,7,5,15,20,2,2
96,H,F,0,6,10,20,20,10,7
65,H,M,0,1,5,20,20,0,14
50,H,F,0,5,20,20,20,0,8
56,U,F,0,1,5,20,20,0,9
75,H,M,0,4,5,20,20,0,7
43,U,F,0,2,5,15,20,11,15
36,H,M,0,3,4,27,20,3,6
72,H,M,0,1,15,15,20,0,7
49,H,F,0,5,5,25,20,1,8
49,U,F,0,2,20,20,20,0,8
83,H,F,1,7,10,20,20,2,19
76,H,F,0,6,1,25,20,0,8
34,H,F,0,5,5,20,20,0,15
47,U,M,0,1,10,20,20,0,11
83,H,F,0,5,10,25,20,2,7
49,H,F,0,1,5,20,20,0,4
40,H,F,1,7,6,20,20,1,9
65,U,F,0,1,20,20,20,0,1
48,H,F,0,5,10,20,20,0,11
45,H,F,0,5,5,20,20,4,7
44,H,F,1,4,5,15,20,0,6
76,U,F,0,5,3,20,20,0,13
84,H,M,0,4,5,21,20,39,5
60,H,F,0,5,3,20,20,1,2
47,H,M,0,6,10,20,20,0,23
59,H,M,0,1,10,20,20,0,5
60,H,F,0,6,6,15,20,14,6
73,U,M,0,5,10,25,20,0,7
59,H,F,0,1,10,15,20,0,6
54,H,M,0,1,10,20,20,0,4
66,H,M,0,5,10,20,20,1,15
63,H,F,0,5,3,25,20,16,3
80,U,M,0,2,3,14,20,0,5
74,H,M,0,1,15,20,20,0,4
44,H,F,1,4,5,20,20,11,10
70,H,M,0,3,3,25,20,1,5
40,H,F,0,7,20,20,20,0,10
70,U,M,0,2,5,15,20,0,21
54,U,M,4,3,3,20,20,0,8
